,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
207,481,37,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Sales,union,8.293073,38.0,14.5,7.3333335
208,483,42,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.032206,40.0,5.7564096,3.0
209,485,35,white,married,0,17.0,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,3.6231885,40.0,11.788462,0.083333336
210,486,38,black,single,0,18.0,college grad,0,SMSA,0,Professional Services,Other,,11.073949,40.0,15.692307,6.75
211,487,36,black,single,0,12.0,not college grad,0,nonSMSA,0,Personal Services,Laborers,,6.6509566,22.0,12.576923,2.0833333
212,488,43,white,married,0,16.0,college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,12.38325,25.0,8.01282,1.0
213,492,39,white,married,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Clerical/unskilled,nonunion,7.2463775,50.0,14.288462,3.9166667
214,495,38,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Other,union,8.599029,45.0,13.666667,13.666667
215,496,40,white,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,12.850242,40.0,18.48077,11.75
216,499,38,white,single,0,10.0,not college grad,0,SMSA,1,Construction,Operatives,,4.105351,40.0,5.2884617,0.33333334
217,504,43,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Other,union,10.32206,60.0,15.057692,14.416667
218,505,36,white,married,0,14.0,not college grad,0,nonSMSA,0,Professional Services,Sales,union,6.0305943,18.0,18.583334,18.583334
219,507,39,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Sales,,38.70926,40.0,8.423077,5.8333335
220,510,35,white,married,0,12.0,not college grad,0,nonSMSA,0,Public Administration,Sales,union,7.5281787,40.0,9.166667,7.5
221,516,35,white,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Laborers,union,3.566825,40.0,13.403846,6.9166665
222,518,43,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,6.8115935,40.0,16.929487,16.916666
223,519,36,white,married,0,12.0,not college grad,1,SMSA,1,Professional Services,Sales,union,6.3446035,40.0,12.461538,5.6666665
224,521,39,white,single,0,7.0,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,5.9017696,40.0,5.923077,1.0
225,522,41,white,married,0,14.0,not college grad,0,SMSA,1,Professional Services,Managers/admin,nonunion,5.4508834,40.0,9.576923,6.9166665
226,524,38,white,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,union,5.289855,20.0,21.75,1.0
227,526,38,white,married,0,12.0,not college grad,0,SMSA,1,Public Administration,Sales,,7.265882,35.0,10.076923,3.1666667
228,531,40,white,single,0,16.0,college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,1.5458931,50.0,11.826923,1.1666666
229,533,35,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Sales,union,5.611914,40.0,11.025641,3.8333333
230,538,45,white,single,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,3.5535119,12.0,10.160256,0.5833333
231,540,42,white,married,0,9.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,union,3.454104,35.0,7.730769,4.1666665
232,541,38,white,single,0,13.0,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,22.520117,55.0,16.980768,13.416667
233,543,41,white,single,0,6.0,not college grad,0,SMSA,0,Personal Services,Sales,union,4.4283414,40.0,3.3461537,1.25
234,548,38,white,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,,4.7778287,35.0,9.423077,1.5833334
235,549,43,white,single,0,12.0,not college grad,0,SMSA,0,Construction,Sales,nonunion,6.280193,30.0,17.01923,0.25
236,551,36,white,married,0,16.0,college grad,1,SMSA,0,Professional Services,Professional/technical,,9.661837,24.0,14.076923,3.0833333
237,555,36,white,married,0,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Managers/admin,nonunion,12.584539,40.0,16.365385,1.3333334
238,558,42,black,single,0,12.0,not college grad,0,SMSA,1,Professional Services,Professional/technical,,4.180602,40.0,6.4166665,1.4166666
239,562,44,black,married,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,8.373587,37.0,8.121795,1.4166666
240,570,36,black,single,1,16.0,college grad,0,SMSA,1,Manufacturing,Professional/technical,union,20.789045,35.0,11.461538,10.333333
241,572,35,white,single,0,14.0,not college grad,0,SMSA,1,Professional Services,Professional/technical,union,7.987117,38.0,7.9679484,6.3333335
242,576,36,white,single,1,11.0,not college grad,0,SMSA,1,Personal Services,Laborers,nonunion,2.5201283,24.0,6.173077,3.0
243,584,42,white,single,0,12.0,not college grad,0,SMSA,1,Public Administration,Sales,union,11.062799,35.0,14.448718,3.5833333
244,585,43,white,single,0,12.0,not college grad,0,SMSA,0,Professional Services,Sales,union,9.677936,40.0,17.121794,1.3333334
245,588,45,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Other,union,8.904991,40.0,4.25,2.0833333
246,595,40,white,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,4.21095,35.0,11.615385,1.5833334
247,604,43,white,married,0,12.0,not college grad,0,nonSMSA,0,Business/Repair Svc,Sales,nonunion,4.180602,40.0,2.8076923,0.8333333
248,606,42,white,married,0,16.0,college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,,1.8376268,35.0,17.198717,1.0833334
249,608,45,white,married,0,16.0,college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,8.691476,37.0,9.301282,1.8333334
250,609,38,white,single,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,10.064413,40.0,9.557693,7.75
251,614,42,white,single,1,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,11.948467,35.0,20.346153,20.333334
252,617,42,white,married,0,17.0,college grad,0,SMSA,0,Professional Services,Other,union,19.911428,35.0,14.75,14.75
253,618,40,white,married,0,16.0,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,7.938803,40.0,4.75,2.4166667
254,624,45,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,10.064413,40.0,9.583333,4.8333335
255,635,40,white,single,0,12.0,not college grad,0,SMSA,1,Professional Services,Laborers,union,7.520126,35.0,9.692307,2.4166667
256,636,42,black,single,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.7173913,40.0,3.3397436,0.16666667
257,641,42,white,single,0,18.0,college grad,0,SMSA,1,Professional Services,Other,union,18.389694,32.0,12.089743,10.666667
258,643,40,white,single,0,15.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,12.697259,50.0,14.019231,2.0833333
259,644,34,white,married,0,17.0,college grad,0,SMSA,0,Professional Services,Professional/technical,,9.647542,35.0,13.429487,1.1666666
260,646,42,white,married,0,16.0,college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,15.09662,20.0,18.76923,15.666667
261,654,44,white,married,0,14.0,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,7.734114,40.0,11.25,2.3333333
262,655,45,white,single,0,13.0,not college grad,0,nonSMSA,0,Professional Services,Sales,,13.906358,37.0,11.314103,0.5
263,656,42,white,married,0,10.0,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,5.6360707,28.0,7.326923,2.0833333
264,659,38,white,married,0,17.0,college grad,0,SMSA,0,Professional Services,Professional/technical,union,9.734298,35.0,10.583334,3.6666667
265,661,44,white,single,0,18.0,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10.1771345,35.0,2.6153846,1.0833334
266,664,42,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.6231885,27.0,6.365385,1.5833334
267,665,40,white,single,0,8.0,not college grad,1,SMSA,0,Entertainment/Rec Svc,Professional/technical,nonunion,10.064413,20.0,14.923077,9.416667
268,670,44,white,single,1,16.0,college grad,0,SMSA,0,Transport/Comm/Utility,Clerical/unskilled,nonunion,9.677936,40.0,20.333334,20.333334
269,671,45,white,married,0,12.0,not college grad,1,SMSA,0,Manufacturing,Sales,nonunion,5.2334948,40.0,11.788462,1.6666666
270,681,41,black,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.191625,40.0,11.012821,3.9166667
271,683,45,white,married,0,17.0,college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,12.777775,40.0,10.551283,6.5833335
272,684,37,white,single,0,12.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,11.610305,40.0,11.711538,3.1666667
273,688,38,white,single,0,9.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4.355878,37.0,6.538462,2.25
274,689,36,white,married,0,15.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,6.425121,40.0,7.544872,0.75
275,690,39,white,married,0,15.0,not college grad,0,SMSA,0,Professional Services,Professional/technical,union,7.4557123,38.0,12.403846,4.75
276,691,45,white,married,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,nonunion,16.29629,38.0,14.769231,13.083333
277,692,45,white,married,0,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Laborers,nonunion,5.032206,16.0,8.410256,3.8333333
278,693,41,white,married,0,12.0,not college grad,0,SMSA,0,Public Administration,Sales,,4.421789,40.0,7.6858974,2.3333333
279,694,43,white,single,0,14.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,40.198082,40.0,11.724359,0.6666667
280,696,43,white,married,0,14.0,not college grad,0,SMSA,0,Professional Services,Sales,union,5.6763277,35.0,11.724359,6.4166665
281,697,41,white,married,0,14.0,not college grad,0,SMSA,0,Professional Services,Laborers,union,9.057972,40.0,15.480769,1.3333334
282,699,43,white,single,0,16.0,college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,8.05153,50.0,11.346154,1.1666666
283,714,36,white,married,0,18.0,college grad,0,SMSA,1,Wholesale/Retail Trade,Professional/technical,nonunion,15.869557,40.0,9.788462,2.0
284,716,39,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,16.64251,40.0,19.185896,12.833333
285,718,38,black,single,0,10.0,not college grad,0,SMSA,0,Manufacturing,Operatives,union,3.7625415,40.0,1.474359,0.5
286,719,39,black,single,0,11.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Operatives,nonunion,5.685618,30.0,2.9423077,2.0833333
287,722,36,white,married,0,12.0,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,3.3444817,40.0,7.025642,0.16666667
288,724,35,white,married,0,13.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,7.487919,43.0,14.006411,9.916667
289,727,37,white,single,1,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,10.185181,50.0,18.871794,1.3333334
290,730,44,white,married,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Craftsmen,union,6.70692,60.0,14.205129,5.3333335
291,731,42,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Laborers,,2.232711,16.0,17.5,7.0833335
292,732,40,white,single,1,16.0,college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,union,4.3156176,28.0,16.596153,6.0
293,737,41,white,married,0,17.0,college grad,0,SMSA,0,Professional Services,Other,nonunion,9.999998,30.0,13.006411,6.75
294,745,38,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Managers/admin,nonunion,13.268916,35.0,14.192307,1.4166666
295,748,39,white,married,0,12.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,union,9.33172,37.0,19.596153,6.5
296,749,35,white,married,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,11.988728,35.0,17.00641,3.4166667
297,750,35,white,married,0,12.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,4.9999995,40.0,15.192307,4.5
298,754,36,white,married,0,12.0,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.220612,35.0,5.1153846,1.9166666
299,757,42,white,single,1,18.0,college grad,0,SMSA,0,Professional Services,Other,union,18.236712,45.0,18.73077,18.583334
300,761,41,black,married,0,13.0,not college grad,0,SMSA,0,Public Administration,Sales,union,13.268916,35.0,18.717947,18.666666
301,762,41,black,single,0,13.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,11.650559,38.0,17.551283,17.5
302,763,36,black,single,0,15.0,not college grad,0,SMSA,0,Professional Services,Professional/technical,union,8.848629,35.0,8.596154,7.9166665
303,764,44,black,married,0,11.0,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,8.148145,38.0,15.378204,7.0
304,768,37,black,married,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,5.2334948,37.0,12.98718,5.4166665
305,769,41,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,20.128826,10.0,13.269231,0.0
306,770,40,white,married,0,18.0,college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.790658,21.0,18.833334,18.833334
307,771,38,white,married,0,18.0,college grad,0,SMSA,0,Professional Services,Other,nonunion,10.450882,40.0,14.301283,10.833333
308,773,37,white,single,0,16.0,college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,9.911431,40.0,13.743589,5.9166665
309,779,42,white,single,1,18.0,college grad,0,SMSA,0,Professional Services,Professional/technical,union,10.064413,40.0,13.596154,4.8333335
310,781,36,white,single,1,16.0,college grad,0,SMSA,1,Manufacturing,Managers/admin,nonunion,22.36715,45.0,14.153847,1.3333334
311,784,44,white,married,0,16.0,college grad,1,SMSA,1,Professional Services,Other,union,10.064413,40.0,15.076923,10.5
312,785,45,white,single,0,18.0,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,8.518515,40.0,12.871794,2.8333333
313,790,38,white,married,0,14.0,not college grad,0,SMSA,1,Professional Services,Professional/technical,,8.779264,40.0,13.788462,1.9166666
314,792,36,white,married,0,10.0,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,9.847019,40.0,9.057693,4.0
315,793,39,white,married,0,13.0,not college grad,0,SMSA,1,Business/Repair Svc,Sales,,4.180602,40.0,8.75,0.25
316,795,44,black,married,0,10.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,nonunion,11.610305,40.0,15.326923,10.166667
317,796,38,white,single,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,,4.389632,35.0,9.448719,1.75
318,798,38,white,single,0,11.0,not college grad,0,SMSA,1,Public Administration,Service,union,9.565216,40.0,8.532051,3.5
319,800,37,black,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,union,11.288241,35.0,19.358974,7.8333335
320,802,38,white,married,0,12.0,not college grad,0,nonSMSA,0,Business/Repair Svc,Sales,nonunion,5.9822836,35.0,11.160257,3.5
321,808,39,white,single,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,,nonunion,7.9468555,38.0,12.942307,7.0
322,809,40,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,union,6.561992,20.0,11.044872,5.0
323,810,40,white,single,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,10.064413,40.0,21.967947,21.916666
324,813,34,white,single,1,14.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Professional/technical,nonunion,15.48309,40.0,14.583333,14.583333
325,816,36,black,single,1,16.0,college grad,0,SMSA,0,Professional Services,Managers/admin,,6.857069,35.0,8.282052,1.4166666
326,817,43,black,married,0,11.0,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,4.227053,35.0,5.25,0.5
327,823,35,white,single,0,12.0,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,6.0386477,40.0,13.333333,13.333333
328,824,44,white,married,0,10.0,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,6.441224,40.0,14.083333,14.083333
329,825,43,white,married,0,18.0,college grad,0,SMSA,0,Professional Services,Other,union,13.760062,45.0,18.75,18.75
330,826,40,white,married,0,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Professional/technical,nonunion,10.450882,40.0,14.480769,11.416667
331,827,39,white,single,0,14.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,15.48309,45.0,18.01923,1.3333334
332,830,40,white,married,0,11.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,,6.563544,37.0,14.217948,2.1666667
333,831,43,white,single,0,12.0,not college grad,0,SMSA,1,Transport/Comm/Utility,Operatives,,5.0167227,75.0,14.557693,0.5
334,834,43,white,married,0,12.0,not college grad,1,SMSA,0,,Managers/admin,nonunion,6.191625,50.0,19.602564,3.75
335,836,39,white,married,0,12.0,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,6.2077284,40.0,13.621795,11.75
336,837,35,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3.4219003,40.0,8.326922,0.41666666
337,839,39,white,married,0,12.0,not college grad,0,SMSA,0,Public Administration,Sales,union,10.064413,40.0,19.75,19.75
338,842,40,white,single,0,12.0,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,12.777775,40.0,19.282051,6.0833335
339,843,41,white,single,0,12.0,not college grad,1,SMSA,1,Construction,Sales,,6.6889634,40.0,11.634615,1.8333334
340,845,44,white,single,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,5.2334948,20.0,12.442307,1.4166666
341,846,39,white,married,0,7.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.260869,40.0,5.8269234,2.0833333
342,851,40,white,single,1,12.0,not college grad,0,SMSA,0,Personal Services,Laborers,nonunion,2.769725,32.0,17.224358,11.416667
343,855,35,white,married,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Craftsmen,nonunion,7.624793,40.0,16.346153,9.25
344,856,38,black,single,1,12.0,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,union,39.230736,40.0,15.673078,0.083333336
345,857,36,black,single,1,12.0,not college grad,0,SMSA,1,Personal Services,Laborers,nonunion,5.6360707,50.0,18.147438,18.083334
346,859,36,white,married,0,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,5.2334948,15.0,8.801282,0.16666667
347,860,39,white,married,0,14.0,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,10.861512,40.0,18.339743,13.416667
348,867,44,white,single,0,16.0,college grad,0,SMSA,1,Professional Services,Other,union,13.856678,38.0,21.833334,21.833334
349,868,40,white,married,0,8.0,not college grad,0,nonSMSA,0,Personal Services,Transport,nonunion,4.830918,15.0,8.942307,1.3333334
